
==========================================
Sample ID : U04
Label     : Unaffected
==========================================

Measuring baseline...

KEEP THE CHAMBER EMPTY.

Baseline 1/30   MQ3=496   MQ135=148
Baseline 2/30   MQ3=498   MQ135=160
Baseline 3/30   MQ3=511   MQ135=156
Baseline 4/30   MQ3=502   MQ135=158
Baseline 5/30   MQ3=511   MQ135=154
Baseline 6/30   MQ3=511   MQ135=170
Baseline 7/30   MQ3=604   MQ135=158
Baseline 8/30   MQ3=547   MQ135=155
Baseline 9/30   MQ3=510   MQ135=153
Baseline 10/30   MQ3=522   MQ135=161
Baseline 11/30   MQ3=528   MQ135=156
Baseline 12/30   MQ3=511   MQ135=151
Baseline 13/30   MQ3=497   MQ135=159
Baseline 14/30   MQ3=523   MQ135=145
Baseline 15/30   MQ3=523   MQ135=145
Baseline 16/30   MQ3=508   MQ135=159
Baseline 17/30   MQ3=525   MQ135=157
Baseline 18/30   MQ3=501   MQ135=144
Baseline 19/30   MQ3=503   MQ135=149
Baseline 20/30   MQ3=523   MQ135=149
Baseline 21/30   MQ3=498   MQ135=155
Baseline 22/30   MQ3=503   MQ135=162
Baseline 23/30   MQ3=503   MQ135=144
Baseline 24/30   MQ3=498   MQ135=153
Baseline 25/30   MQ3=507   MQ135=144
Baseline 26/30   MQ3=524   MQ135=154
Baseline 27/30   MQ3=528   MQ135=149
Baseline 28/30   MQ3=528   MQ135=153
Baseline 29/30   MQ3=528   MQ135=147
Baseline 30/30   MQ3=526   MQ135=144

==========================================
Baseline MQ3   = 516
Baseline MQ135 = 153
==========================================

BASELINE COMPLETED.

NOW:
1. Insert the leaf into the leaf chamber.
2. Close the leaf chamber.
3. Close the sensor chamber.
4. Turn ON the pump manually.

When everything is ready, press ENTER.


==========================================
VOC EXPOSURE STARTED
==========================================

Time_sec,Sample,Label,Baseline_MQ3,Baseline_MQ135,MQ3,MQ135
15,U04,Unaffected,516,153,542,144
30,U04,Unaffected,516,153,538,153
45,U04,Unaffected,516,153,530,157
60,U04,Unaffected,516,153,543,169
75,U04,Unaffected,516,153,567,155
90,U04,Unaffected,516,153,561,161
105,U04,Unaffected,516,153,591,165
120,U04,Unaffected,516,153,592,176
135,U04,Unaffected,516,153,591,166
150,U04,Unaffected,516,153,592,176
165,U04,Unaffected,516,153,624,176
180,U04,Unaffected,516,153,621,165
195,U04,Unaffected,516,153,620,176
210,U04,Unaffected,516,153,625,175
225,U04,Unaffected,516,153,623,175
240,U04,Unaffected,516,153,624,167
255,U04,Unaffected,516,153,624,175
270,U04,Unaffected,516,153,637,176
285,U04,Unaffected,516,153,654,189
300,U04,Unaffected,516,153,653,177
315,U04,Unaffected,516,153,657,178
330,U04,Unaffected,516,153,640,194
345,U04,Unaffected,516,153,663,192
360,U04,Unaffected,516,153,643,187
375,U04,Unaffected,516,153,644,178
390,U04,Unaffected,516,153,648,193
405,U04,Unaffected,516,153,674,187
420,U04,Unaffected,516,153,653,198
435,U04,Unaffected,516,153,656,193
450,U04,Unaffected,516,153,666,191
465,U04,Unaffected,516,153,684,205
480,U04,Unaffected,516,153,657,203
495,U04,Unaffected,516,153,688,202
510,U04,Unaffected,516,153,675,195
525,U04,Unaffected,516,153,667,208
540,U04,Unaffected,516,153,691,204
555,U04,Unaffected,516,153,679,208
570,U04,Unaffected,516,153,686,199
585,U04,Unaffected,516,153,688,196
600,U04,Unaffected,516,153,688,192
615,U04,Unaffected,516,153,704,208
630,U04,Unaffected,516,153,679,198
645,U04,Unaffected,516,153,695,208
660,U04,Unaffected,516,153,689,208
675,U04,Unaffected,516,153,703,210
690,U04,Unaffected,516,153,710,207
705,U04,Unaffected,516,153,704,206
720,U04,Unaffected,516,153,706,202
735,U04,Unaffected,516,153,713,204
750,U04,Unaffected,516,153,720,201
765,U04,Unaffected,516,153,720,213
780,U04,Unaffected,516,153,727,200
795,U04,Unaffected,516,153,729,208
810,U04,Unaffected,516,153,718,208
825,U04,Unaffected,516,153,720,209
840,U04,Unaffected,516,153,719,212
855,U04,Unaffected,516,153,731,213
870,U04,Unaffected,516,153,723,217
885,U04,Unaffected,516,153,703,212
900,U04,Unaffected,516,153,710,221

==========================================
15 MINUTE EXPOSURE COMPLETED
==========================================

TURN OFF THE PUMP.
REMOVE THE LEAF.
OPEN BOTH CHAMBERS.
VENTILATE THE CHAMBERS.

DATA COLLECTION COMPLETED.

ESP32 WILL REMAIN POWERED.
ALLOW SENSORS TO RECOVER IN FRESH AIR.

STOP FILE CAPTURE NOW.

After stabilization:
Start a NEW file capture.
Then enter the next Sample ID.

Diseased   : D01, D02, D03...
Unaffected : U01, U02, U03...

